2024-10-26 12:24:40,avi@gmail.com,Device detected for at least 2 seconds
2024-10-26 14:22:56,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 14:24:26,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 14:26:16,jainik@gmail.com,Device detected for at least 2 seconds
2024-10-26 15:16:47,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 15:16:55,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 15:20:18,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 15:20:24,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 15:23:03,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 15:23:16,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 16:07:12,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 16:07:15,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 16:24:14,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 16:25:44,akshit@gmail.com,Device detected for at least 2 seconds
2024-10-26 16:37:13,avi@gmail.com,Device detected for at least 2 seconds
2024-10-26 23:00:23,akshit@gmail.com,Device detected for at least 2 seconds
